STCODE,FORMAT,REPBLK,SUBPLOT,YEAR,MONTH,DAY,TRANSECT,STATION,TRAPTYPE,SPECIES,CAPSTATUS,LIVEDEAD,TAGLEFT,TAGRIGHT,TOENUMBER,BODYLENGTH,TAILLENGTH,WEIGHT,SEX,REPSTATUS,DEADNUMBER,NOTENUMBER1,PROCESSED,PUBIC,PREG
WE026,1,2,2,1995,2,1,1,7,S,SOTR,N,D,,,,,,4.0,U,U,,,,,
WE026,1,2,2,1995,2,1,2,1,S,TATO,R,L,196,205,,,,70.0,M,TR,,,,,
WE026,1,2,2,1995,2,1,2,5,S,TATO,R,L,308,309,,,,76.0,M,TR,,,,,
WE026,1,2,2,1995,2,1,2,8,S,TATO,N,L,361,362,,,,78.0,M,TR,,,,,
WE026,1,2,2,1995,2,1,2,9,S,TATO,R,L,310,311,,,,83.0,M,TR,,,,,
WE026,1,2,2,1995,2,1,3,2,S,SOSP,N,D,,,,,,6.0,U,U,,,,,
WE026,1,2,2,1995,2,1,3,6,P,DITE,N,L,,,,,,9.0,U,U,,,,,
WE026,1,2,2,1995,2,1,3,10,S,TATO,R,L,324,325,,,,90.0,F,NL,,,,,
WE026,1,2,2,1995,2,1,4,7,S,TATO,R,L,213,223,,,,84.0,F,NL,,,,,
WE026,1,2,2,1995,2,1,4,9,S,PEMA,R,L,,4743,,,,17.0,M,TR,,,,,
WE026,1,2,2,1995,2,2,1,1,S,TATO,RT,L,676,243,,,,82.0,F,NL,,,,,
WE026,1,2,2,1995,2,2,1,2,S,TATO,R,L,129,138,,,,83.0,M,TR,,,,,
WE026,1,2,2,1995,2,2,1,9,S,GLSA,N,L,677,678,,,,136.0,M,TR,,,,,
WE026,1,2,2,1995,2,2,2,1,S,SOTR,N,D,,,,,,4.0,U,U,,,,,
WE026,1,2,2,1995,2,2,2,9,S,TATO,N,L,679,680,,,,74.0,F,NL,,,,,
WE026,1,2,2,1995,2,2,4,10,S,TATO,R,L,133,216,,,,90.0,M,TR,,,,,
WE026,1,2,2,1995,2,2,4,1,S,CLCA,R,L,,4542,,,,27.0,F,P,,,,,1
WE026,1,2,2,1995,2,3,1,9,S,PEMA,N,L,,4104,,,,14.0,F,NL,,,,,
WE026,1,2,2,1995,2,3,2,3,S,MIOR,R,L,,4742,,,,17.0,F,P,,,,,
WE026,1,2,2,1995,2,3,2,4,S,TATO,R,L,183,136,,,,76.0,M,TR,,,,,
WE026,1,2,2,1995,2,3,3,8,P,ENES,N,L,,3,,,,3.0,M,TR,,,,,
WE026,1,2,2,1995,2,3,4,1,S,CLCA,N,L,,4106,,,,15.0,M,TR,,,,,
WE026,1,2,2,1995,2,3,4,4,P,SOTR,N,D,,,,,,4.0,U,U,,,,,
WE026,1,2,2,1995,2,4,1,4,S,PEMA,N,L,,,,,,12.0,M,TR,,,,,
WE026,1,2,2,1995,2,4,3,4,S,CLCA,N,D,,,,,,15.0,M,TR,,,,,
WE026,1,2,2,1995,2,4,3,6,S,MIOR,N,L,,,,,,16.0,M,TR,,,,,
WE026,1,2,2,1995,2,4,3,7,S,PEMA,R,L,,4536,,,,16.0,M,TR,,,,,
WE026,1,2,3,1995,2,1,1,1,S,PEMA,R,L,,4753,,,,15.0,M,TR,,,,,
WE026,1,2,3,1995,2,1,1,1,P,SOSP,N,D,,,,,,6.0,U,U,,,,,
WE026,1,2,3,1995,2,1,1,2,S,PEMA,R,L,,3814,,,,15.0,M,TR,,,,,
WE026,1,2,3,1995,2,1,1,8,S,MIOR,R,L,,3816,,,,18.0,F,NL,,,,,
WE026,1,2,3,1995,2,1,1,10,S,CLCA,R,L,,3804,,,,17.0,F,P,,,,,
WE026,1,2,3,1995,2,1,3,9,S,CLCA,N,L,,4756,,,,24.0,M,TR,,,,,
WE026,1,2,3,1995,2,1,3,8,S,TATO,R,L,302,303,,,,81.0,F,NL,,,,,
WE026,1,2,3,1995,2,1,3,7,S,CLCA,R,L,,3818,,,,16.0,M,TR,,,,,
WE026,1,2,3,1995,2,1,3,4,S,CLCA,R,L,,4400,,,,19.0,F,P,,,,,
WE026,1,2,3,1995,2,1,3,4,S,TATO,R,L,236,237,,,,78.0,M,TR,,,,,
WE026,1,2,3,1995,2,1,3,2,S,GLSA,N,L,424,425,,,,130.0,M,TR,,,,,
WE026,1,2,3,1995,2,1,3,1,S,PEMA,R,L,,3812,,,,14.0,M,TR,,,,,
WE026,1,2,3,1995,2,1,4,5,S,TATO,R,L,281,282,,,,76.0,M,TR,,,,,
WE026,1,2,3,1995,2,1,4,5,S,TATO,R,L,304,305,,,,78.0,M,TR,,,,,
WE026,1,2,3,1995,2,1,4,9,S,PEMA,R,L,,3809,,,,13.0,M,TR,,,,,
WE026,1,2,3,1995,2,1,4,10,S,SOTR,N,D,,,,,,4.0,U,U,,,,,
WE026,1,2,3,1995,2,1,2,10,S,SOSP,N,D,,,,,,7.0,U,U,,,,,
WE026,1,2,3,1995,2,1,2,8,S,TATO,R,L,126,127,,,,84.0,F,NL,,,,,
WE026,1,2,3,1995,2,1,2,10,S,SOSP,N,D,,,,,,6.0,U,U,,,,,
WE026,1,2,3,1995,2,2,1,1,S,PEMA,N,L,,4103,,,,14.0,F,U,,,,,
WE026,1,2,3,1995,2,2,1,5,S,MIOR,R,L,,3815,,,,15.0,M,TR,,,,,
WE026,1,2,3,1995,2,2,1,6,S,MIOR,N,L,,4101,,,,16.0,M,TR,,,,,
WE026,1,2,3,1995,2,2,1,8,S,MIOR,R,L,,3817,,,,18.0,M,TR,,,,,
WE026,1,2,3,1995,2,2,3,6,S,TATO,N,L,247,248,,,,85.0,F,NL,,,,,
WE026,1,2,3,1995,2,2,2,8,S,CLCA,N,D,,,,,,12.0,F,NL,,,,,
WE026,1,2,3,1995,2,2,2,2,S,CLCA,R,L,,4543,,,,14.0,F,NL,,,,,
WE026,1,2,3,1995,2,3,1,4,S,TATO,R,L,238,239,,,,86.0,F,NL,,,,,
WE026,1,2,3,1995,2,3,3,3,S,CLCA,R,L,,4539,,,,13.0,M,TR,,,,,
WE026,1,2,3,1995,2,3,2,10,S,GLSA,N,L,,363,,,,125.0,F,NL,,,,,
WE026,1,2,3,1995,2,4,1,6,S,GLSA,N,L,,,,,,,M,TR,,,,,
WE026,1,2,3,1995,2,4,1,7,S,MIOR,N,L,,,,,,,F,P,,,,,
WE026,1,2,3,1995,2,4,3,5,S,GLSA,N,D,,,,,,99.0,M,TR,,,,,
WE026,1,2,3,1995,2,4,3,1,S,PEMA,N,L,,,,,,17.0,M,TR,,,,,
WE026,1,2,1,1995,1,4,2,9,S,PEMA,R,L,,4536,,,,15.0,M,TR,,,,,
WE026,1,2,1,1995,1,2,2,4,S,TATO,R,L,277,284,,,,78.0,F,NL,,,,,
WE026,1,2,1,1995,1,2,2,10,S,TATO,R,L,289,295,,,,90.0,F,P,,,,,
WE026,1,2,1,1995,1,2,1,10,S,TATO,R,L,293,294,,,,76.0,U,U,,,,,
WE026,1,2,1,1995,1,2,1,7,S,TATO,R,L,292,297,,,,78.0,U,U,,,,,
WE026,1,2,1,1995,1,2,3,4,S,TATO,R,L,290,291,,,,78.0,M,TR,,,,,
WE026,1,2,1,1995,1,2,1,3,S,TATO,R,L,288,296,,,,79.0,M,TR,,,,,
WE026,1,2,1,1995,1,2,3,2,S,TATO,R,L,285,300,,,,81.0,F,NL,,,,,
WE026,1,2,1,1995,1,3,1,8,S,TATO,R,L,276,283,,,,80.0,M,TR,,,,,
WE026,1,2,1,1995,1,2,3,5,S,TATO,R,L,279,280,,,,89.0,F,P,,,,,
WE026,1,2,1,1995,1,2,4,8,S,TATO,R,L,226,227,,,,84.0,F,NL,,,,,
WE026,1,2,1,1995,1,2,4,2,S,TATO,R,L,228,229,,,,85.0,F,NL,,,,,
WE026,1,2,1,1995,1,2,2,9,S,TATO,R,L,230,231,,,,97.0,F,P,,,,,
WE026,1,2,1,1995,1,2,4,2,S,TATO,R,L,232,233,,,,97.0,M,TR,,,,,
WE026,1,2,1,1995,1,2,4,7,S,PEMA,R,D,,4537,,,,16.0,F,P,,,,,
WE026,1,2,1,1995,1,2,4,4,S,TATO,R,L,234,235,,,,86.0,M,TR,,,,,
WE026,1,2,1,1995,1,2,4,6,S,TATO,R,L,236,237,,,,81.0,M,TR,,,,,
WE026,1,2,1,1995,1,2,4,8,S,TATO,R,L,318,319,,,,80.0,M,TR,,,,,
WE026,1,2,1,1995,1,3,1,7,S,TATO,R,L,143,144,,,,72.0,M,TR,,,,,
WE026,1,2,1,1995,1,3,4,8,S,TATO,R,D,134,135,,,,67.0,M,TR,,,,,
WE026,1,2,1,1995,1,3,2,9,S,PEMA,R,L,,4745,,,,15.0,M,TR,,,,,
WE026,1,2,1,1995,1,3,3,8,S,PEMA,R,L,,4748,,,,12.0,M,TR,,,,,
WE026,1,2,1,1995,1,3,4,10,S,TATO,R,L,304,305,,,,70.0,M,TR,,,,,
WE026,1,2,1,1995,1,3,4,10,S,PEMA,R,L,,4749,,,,19.0,M,TR,,,,,
WE026,1,2,1,1995,1,4,4,1,S,GLSA,R,L,314,315,,,,116.0,F,NL,,,,,
WE026,1,2,1,1995,1,4,3,3,S,PEMA,R,L,,3810,,,,12.0,M,TR,,,,,
WE026,1,2,1,1995,1,4,4,9,S,PEMA,R,L,,3812,,,,13.0,M,TR,,,,,
WE026,1,2,1,1995,1,4,4,8,S,PEMA,R,L,,3813,,,,12.0,M,TR,,,,,
WE026,1,2,2,1995,1,2,1,1,S,TATO,R,L,209,210,,,,91.0,F,NL,,,,,
WE026,1,2,2,1995,1,3,1,6,S,MUER,R,L,,,,,,65.0,U,U,,,,,
WE026,1,2,2,1995,1,2,1,2,S,TATO,R,L,215,217,,,,73.0,M,TR,,,,,
WE026,1,2,2,1995,1,2,2,5,S,TATO,R,L,220,225,,,,78.0,F,NL,,,,,
WE026,1,2,2,1995,1,2,3,1,S,TATO,R,L,213,223,,,,82.0,F,P,,,,,
WE026,1,2,2,1995,1,2,2,5,S,TATO,R,L,221,224,,,,80.0,M,TR,,,,,
WE026,1,2,2,1995,1,2,3,10,S,TATO,R,L,201,222,,,,72.0,M,TR,,,,,
WE026,1,2,2,1995,1,2,4,2,S,TATO,R,L,165,167,,,,74.0,M,TR,,,,,
WE026,1,2,2,1995,1,2,4,9,S,PEMA,R,L,,4743,,,,18.0,M,TR,,,,,
WE026,1,2,2,1995,1,4,1,3,S,TATO,R,L,316,317,,,,75.0,M,TR,,,,,
WE026,1,2,2,1995,1,3,1,8,S,TATO,R,L,306,307,,,,79.0,M,TR,,,,,
WE026,1,2,2,1995,1,3,2,9,S,TATO,R,L,310,311,,,,80.0,M,TR,,,,,
WE026,1,2,2,1995,1,4,2,9,S,TATO,R,L,196,205,,,,77.0,M,TR,,,,,
WE026,1,2,2,1995,1,4,1,5,S,TATO,R,L,136,183,,,,84.0,M,TR,,,,,
WE026,1,2,2,1995,1,4,3,9,S,TATO,R,L,324,325,,,,89.0,F,NL,,,,,
WE026,1,2,3,1995,1,2,1,9,S,TATO,R,L,322,323,,,,74.0,F,NL,,,,,
WE026,1,2,3,1995,1,2,1,8,S,CLCA,R,L,,3804,,,,17.0,F,P,,,,,
WE026,1,2,3,1995,1,2,3,2,S,TATO,R,L,320,321,,,,78.0,F,NL,,,,,
WE026,1,2,3,1995,1,3,3,10,S,TATO,R,L,302,303,,,,91.0,F,NL,,,,,
WE026,1,2,3,1995,1,2,4,5,S,CLCA,R,L,,3806,,,,8.0,F,NL,,,,,
WE026,1,2,3,1995,1,2,2,5,S,TATO,R,L,126,127,,,,78.0,F,NL,,,,,
WE026,1,2,3,1995,1,3,1,2,S,TATO,R,L,238,239,,,,75.0,F,NL,,,,,
WE026,1,2,3,1995,1,3,1,5,S,TATO,R,D,240,241,,,,74.0,M,TR,,,,,
WE026,1,2,3,1995,1,3,2,3,S,TATO,R,L,281,282,,,,81.0,M,TR,,,,,
WE026,1,2,3,1995,1,4,2,8,S,PEMA,R,L,,3809,,,,12.0,M,TR,,,,,
WE026,1,2,3,1995,1,4,4,1,S,CLCA,R,D,,4539,,,,11.0,M,TR,,,,,
WE026,1,2,1,1995,2,2,4,10,S,PEMA,R,L,,4749,,,,21.0,M,TD,,,,,
WE026,1,2,1,1995,2,4,4,6,S,TATO,R,L,230,231,,,,94.0,F,P,,,,,
WE026,1,2,1,1995,2,4,4,2,S,TATO,R,L,228,229,,,,81.0,F,NL,,,,,
WE026,1,2,1,1995,2,2,4,8,S,TATO,R,L,226,227,,,,81.0,F,NL,,,,,
WE026,1,2,1,1995,2,3,3,8,S,PEMA,R,L,,4545,,,,18.0,M,TR,,,,,
WE026,1,2,1,1995,2,2,3,8,S,TATO,R,L,279,280,,,,86.0,F,NL,,,,,
WE026,1,2,1,1995,2,2,3,5,S,TATO,R,L,290,291,,,,73.0,M,TR,,,,,
WE026,1,2,1,1995,2,2,4,6,S,GLSA,R,L,314,315,,,,117.0,F,NL,,,,,
WE026,1,2,1,1995,2,4,1,4,S,PEMA,R,L,,3810,,,,12.0,U,U,,,,,
WE026,1,2,1,1995,2,2,1,2,S,PEMA,R,L,,4402,,,,12.0,F,NL,,,,,
WE026,1,2,1,1995,2,2,3,4,S,TATO,R,L,143,144,,,,77.0,M,TR,,,,,
WE026,1,2,1,1995,2,2,1,4,S,TATO,R,L,288,296,,,,77.0,M,TR,,,,,
WE026,1,2,1,1995,2,4,1,2,S,GLSA,R,L,168,137,,,,,F,U,,,,,
WE026,1,2,1,1995,2,2,2,5,S,TATO,R,L,293,294,,,,77.0,M,TR,,,,,
WE026,1,2,1,1995,2,2,1,10,S,PEMA,R,L,,4745,,,,16.0,M,TR,,,,,
WE026,1,2,1,1995,2,2,2,5,S,TATO,R,L,277,284,,,,76.0,F,NL,,,,,
WE026,1,2,1,1995,2,2,2,4,S,TATO,R,L,289,295,,,,91.0,F,P,,,,,
WE026,1,2,1,1995,2,2,2,10,S,TATO,R,L,201,222,,,,80.0,M,TR,,,,,
WE026,1,2,1,1995,2,3,4,2,S,TATO,R,L,236,237,,,,76.0,M,TR,,,,,
WE026,1,2,1,1995,2,3,1,1,S,TATO,R,L,132,148,,,,78.0,M,TR,,,,,
WE026,1,2,1,1995,2,3,1,2,S,PEMA,R,L,,4547,,,,12.0,F,NL,,,,,
WE026,1,2,1,1995,2,3,1,4,S,TATO,R,L,312,313,,,,79.0,M,TR,,,,,
WE026,1,2,1,1995,2,3,1,3,S,GLSA,R,L,,301,,,,125.0,M,TR,,,,,
WE026,1,2,2,1995,2,2,1,2,S,TATO,R,L,221,224,,,,78.0,M,TR,,,,,
WE026,1,2,2,1995,2,2,1,3,S,TATO,R,L,215,217,,,,71.0,M,TR,,,,,
WE026,1,2,2,1995,2,2,1,6,S,TATO,R,L,306,307,,,,85.0,M,TR,,,,,
WE026,1,2,2,1995,2,2,1,6,S,TATO,R,L,196,205,,,,70.0,M,TR,,,,,
WE026,1,2,2,1995,2,2,2,5,S,TATO,R,L,308,309,,,,76.0,M,TR,,,,,
WE026,1,2,2,1995,2,2,2,4,S,TATO,R,L,361,362,,,,78.0,M,TR,,,,,
WE026,1,2,2,1995,2,3,2,8,S,TATO,R,L,310,311,,,,83.0,M,TR,,,,,
WE026,1,2,2,1995,2,2,3,8,S,TATO,R,L,324,325,,,,90.0,F,NL,,,,,
WE026,1,2,2,1995,2,2,3,2,S,TATO,R,L,213,223,,,,84.0,F,NL,,,,,
WE026,1,2,2,1995,2,3,2,7,S,PEMA,R,L,,4743,,,,17.0,M,TR,,,,,
WE026,1,2,2,1995,2,3,1,1,S,TATO,R,L,129,138,,,,83.0,M,TR,,,,,
WE026,1,2,2,1995,2,3,4,1,S,CLCA,R,L,,4542,,,,27.0,F,P,,,,,1
WE026,1,2,2,1995,2,4,2,5,S,TATO,R,L,183,136,,,,76.0,M,TR,,,,,
WE026,1,2,3,1995,2,2,1,2,S,PEMA,R,L,,4753,,,,15.0,M,TR,,,,,
WE026,1,2,3,1995,2,2,1,3,S,PEMA,R,L,,3814,,,,15.0,M,TR,,,,,
WE026,1,2,3,1995,2,2,1,6,S,MIOR,R,L,,3816,,,,18.0,F,NL,,,,,
WE026,1,2,3,1995,2,4,1,10,S,CLCA,R,L,,3804,,,,17.0,F,P,,,,,
WE026,1,2,3,1995,2,4,3,9,S,CLCA,R,L,,4756,,,,24.0,M,TR,,,,,
WE026,1,2,3,1995,2,2,3,7,S,TATO,R,L,302,303,,,,81.0,F,NL,,,,,
WE026,1,2,3,1995,2,2,3,6,S,CLCA,R,L,,4400,,,,19.0,F,P,,,,,
WE026,1,2,3,1995,2,4,4,2,S,TATO,R,L,236,237,,,,78.0,M,TR,,,,,
WE026,1,2,3,1995,2,4,4,3,S,GLSA,R,L,424,425,,,,130.0,M,TR,,,,,
WE026,1,2,3,1995,2,2,3,3,S,PEMA,R,D,,3812,,,,14.0,M,TR,,,,,
WE026,1,2,3,1995,2,3,4,8,S,TATO,R,L,281,282,,,,76.0,M,TR,,,,,
WE026,1,2,3,1995,2,3,4,7,S,TATO,R,L,304,305,,,,78.0,M,TR,,,,,
WE026,1,2,3,1995,2,2,2,7,S,PEMA,R,L,,3809,,,,13.0,M,TR,,,,,
WE026,1,2,3,1995,2,2,4,9,S,TATO,R,L,126,127,,,,84.0,F,NL,,,,,
WE026,1,2,3,1995,2,3,1,1,S,PEMA,R,L,,4103,,,,14.0,F,U,,,,,
WE026,1,2,3,1995,2,3,1,5,S,MIOR,R,L,,3815,,,,15.0,M,TR,,,,,
WE026,1,2,3,1995,2,3,1,6,S,MIOR,R,L,,4101,,,,16.0,M,TR,,,,,
WE026,1,2,3,1995,2,3,1,9,S,MIOR,R,L,,3817,,,,18.0,M,TR,,,,,
WE026,1,2,3,1995,2,4,3,6,S,TATO,R,L,247,248,,,,85.0,F,NL,,,,,
WE026,1,2,3,1995,2,3,2,1,S,CLCA,R,L,,4543,,,,14.0,F,NL,,,,,
WE026,1,2,3,1995,2,4,1,5,S,GLSA,R,D,,363,,,,125.0,F,NL,,,,,
WE026,1,2,1,1995,1,3,2,10,S,TATO,R,L,277,284,,,,78.0,F,NL,,,,,
WE026,1,2,1,1995,1,3,2,1,S,TATO,R,L,289,295,,,,90.0,F,P,,,,,
WE026,1,2,1,1995,1,3,2,2,S,TATO,R,L,293,294,,,,76.0,U,U,,,,,
WE026,1,2,1,1995,1,3,1,4,S,TATO,R,D,292,297,,,,78.0,U,U,,,,,
WE026,1,2,1,1995,1,3,1,2,S,TATO,R,L,290,291,,,,78.0,M,TR,,,,,
WE026,1,2,1,1995,1,3,1,5,S,TATO,R,L,288,296,,,,79.0,M,TR,,,,,
WE026,1,2,1,1995,1,3,3,3,S,TATO,R,L,285,300,,,,81.0,F,NL,,,,,
WE026,1,2,1,1995,1,4,1,4,S,TATO,R,D,276,283,,,,80.0,M,TR,,,,,
WE026,1,2,1,1995,1,3,3,5,S,TATO,R,L,279,280,,,,89.0,F,P,,,,,
WE026,1,2,1,1995,1,3,4,7,S,TATO,R,L,226,227,,,,84.0,F,NL,,,,,
WE026,1,2,1,1995,1,3,4,3,S,TATO,R,L,228,229,,,,85.0,F,NL,,,,,
WE026,1,2,1,1995,1,3,4,2,S,TATO,R,L,230,231,,,,97.0,F,P,,,,,
WE026,1,2,1,1995,1,3,4,4,S,TATO,R,L,232,233,,,,97.0,M,TR,,,,,
WE026,1,2,1,1995,1,3,4,8,S,TATO,R,L,234,235,,,,86.0,M,TR,,,,,
WE026,1,2,1,1995,1,4,4,5,S,TATO,R,L,236,237,,,,81.0,M,TR,,,,,
WE026,1,2,1,1995,1,3,4,7,S,TATO,R,D,318,319,,,,80.0,M,TR,,,,,
WE026,1,2,1,1995,1,4,2,10,S,PEMA,R,L,,4745,,,,15.0,M,TR,,,,,
WE026,1,2,1,1995,1,4,3,9,S,PEMA,R,L,,4748,,,,12.0,M,TR,,,,,
WE026,1,2,2,1995,1,3,1,1,S,TATO,R,L,209,210,,,,91.0,F,NL,,,,,
WE026,1,2,2,1995,1,3,1,4,S,TATO,R,L,215,217,,,,73.0,M,TR,,,,,
WE026,1,2,2,1995,1,3,2,4,S,TATO,R,L,220,225,,,,78.0,F,NL,,,,,
WE026,1,2,2,1995,1,3,4,3,S,TATO,R,D,213,223,,,,82.0,F,P,,,,,
WE026,1,2,2,1995,1,4,1,3,S,TATO,R,L,221,224,,,,80.0,M,TR,,,,,
WE026,1,2,2,1995,1,3,4,1,S,TATO,R,D,165,167,,,,74.0,M,TR,,,,,
WE026,1,2,2,1995,1,4,4,9,S,PEMA,R,L,,4743,,,,18.0,M,TR,,,,,
WE026,1,2,2,1995,1,4,2,4,S,TATO,R,L,306,307,,,,79.0,M,TR,,,,,
WE026,1,2,2,1995,1,4,3,2,S,TATO,R,L,310,311,,,,80.0,M,TR,,,,,
WE026,1,2,3,1995,1,3,1,6,S,TATO,R,D,322,323,,,,74.0,F,NL,,,,,
WE026,1,2,3,1995,1,3,1,10,S,CLCA,R,L,,3804,,,,17.0,F,P,,,,,
WE026,1,2,3,1995,1,3,3,1,S,TATO,R,D,320,321,,,,78.0,F,NL,,,,,
WE026,1,2,3,1995,1,3,4,6,S,CLCA,R,D,,3806,,,,8.0,F,NL,,,,,
WE026,1,2,3,1995,1,3,2,10,S,TATO,R,L,126,127,,,,78.0,F,NL,,,,,
WE026,1,2,3,1995,1,4,2,1,S,TATO,R,L,281,282,,,,81.0,M,TR,,,,,
WE026,1,2,1,1995,2,3,4,10,S,PEMA,R,L,,4749,,,,21.0,M,TD,,,,,
WE026,1,2,1,1995,2,2,4,4,S,TATO,R,L,230,231,,,,94.0,F,P,,,,,
WE026,1,2,1,1995,2,3,4,4,S,TATO,R,L,228,229,,,,81.0,F,NL,,,,,
WE026,1,2,1,1995,2,3,4,3,S,TATO,R,L,226,227,,,,81.0,F,NL,,,,,
WE026,1,2,1,1995,2,3,3,9,S,TATO,R,L,279,280,,,,86.0,F,NL,,,,,
WE026,1,2,1,1995,2,3,3,5,S,TATO,R,L,290,291,,,,73.0,M,TR,,,,,
WE026,1,2,1,1995,2,3,1,1,S,PEMA,R,L,,4402,,,,12.0,F,NL,,,,,
WE026,1,2,1,1995,2,3,3,1,S,TATO,R,L,143,144,,,,77.0,M,TR,,,,,
WE026,1,2,1,1995,2,3,1,5,S,TATO,R,L,288,296,,,,77.0,M,TR,,,,,
WE026,1,2,1,1995,2,4,1,9,S,TATO,R,L,293,294,,,,77.0,M,TR,,,,,
WE026,1,2,1,1995,2,4,2,7,S,PEMA,R,L,,4745,,,,16.0,M,TR,,,,,
WE026,1,2,1,1995,2,3,2,9,S,TATO,R,L,277,284,,,,76.0,F,NL,,,,,
WE026,1,2,1,1995,2,3,2,8,S,TATO,R,L,289,295,,,,91.0,F,P,,,,,
WE026,1,2,1,1995,2,4,2,10,S,TATO,R,L,201,222,,,,80.0,M,TR,,,,,
WE026,1,2,1,1995,2,4,1,3,S,PEMA,R,L,,4547,,,,12.0,F,NL,,,,,
WE026,1,2,1,1995,2,4,1,5,S,GLSA,R,L,,301,,,,125.0,M,TR,,,,,
WE026,1,2,2,1995,2,4,1,1,S,TATO,R,L,221,224,,,,78.0,M,TR,,,,,
WE026,1,2,2,1995,2,3,1,5,S,TATO,R,D,215,217,,,,71.0,M,TR,,,,,
WE026,1,2,2,1995,2,3,1,7,S,TATO,R,L,306,307,,,,85.0,M,TR,,,,,
WE026,1,2,2,1995,2,3,1,4,S,TATO,R,D,196,205,,,,70.0,M,TR,,,,,
WE026,1,2,2,1995,2,3,2,5,S,TATO,R,L,308,309,,,,76.0,M,TR,,,,,
WE026,1,2,2,1995,2,3,4,2,S,TATO,R,L,324,325,,,,90.0,F,NL,,,,,
WE026,1,2,2,1995,2,3,3,3,S,TATO,R,L,213,223,,,,84.0,F,NL,,,,,
WE026,1,2,2,1995,2,3,4,9,S,PEMA,R,L,,4743,,,,17.0,M,TR,,,,,
WE026,1,2,2,1995,2,4,4,1,S,CLCA,R,L,,4542,,,,27.0,F,P,,,,,1
WE026,1,2,3,1995,2,3,1,2,S,PEMA,R,L,,4753,,,,15.0,M,TR,,,,,
WE026,1,2,3,1995,2,3,1,3,S,PEMA,R,L,,3814,,,,15.0,M,TR,,,,,
WE026,1,2,3,1995,2,3,3,9,S,TATO,R,L,302,303,,,,81.0,F,NL,,,,,
WE026,1,2,3,1995,2,3,3,5,S,CLCA,R,L,,4400,,,,19.0,F,P,,,,,
WE026,1,2,3,1995,2,4,2,5,S,TATO,R,L,281,282,,,,76.0,M,TR,,,,,
WE026,1,2,3,1995,2,3,2,7,S,PEMA,R,L,,3809,,,,13.0,M,TR,,,,,
WE026,1,2,3,1995,2,3,2,6,S,TATO,R,L,126,127,,,,84.0,F,NL,,,,,
WE026,1,2,3,1995,2,4,1,1,S,PEMA,R,L,,4103,,,,14.0,F,U,,,,,
WE026,1,2,3,1995,2,4,1,8,S,MIOR,R,L,,3817,,,,18.0,M,TR,,,,,
WE026,1,2,3,1995,2,4,2,1,S,CLCA,R,L,,4543,,,,14.0,F,NL,,,,,
WE026,1,2,1,1995,1,4,2,2,S,TATO,R,L,289,295,,,,90.0,F,P,,,,,
WE026,1,2,1,1995,1,4,2,1,S,TATO,R,L,293,294,,,,76.0,U,U,,,,,
WE026,1,2,1,1995,1,4,3,5,S,TATO,R,L,290,291,,,,78.0,M,TR,,,,,
WE026,1,2,1,1995,1,4,1,1,S,TATO,R,L,288,296,,,,79.0,M,TR,,,,,
WE026,1,2,1,1995,1,4,3,4,S,TATO,R,L,285,300,,,,81.0,F,NL,,,,,
WE026,1,2,1,1995,1,4,3,10,S,TATO,R,L,279,280,,,,89.0,F,P,,,,,
WE026,1,2,1,1995,1,4,4,6,S,TATO,R,L,228,229,,,,85.0,F,NL,,,,,
WE026,1,2,1,1995,1,4,4,2,S,TATO,R,L,230,231,,,,97.0,F,P,,,,,
WE026,1,2,1,1995,1,4,4,4,S,TATO,R,L,232,233,,,,97.0,M,TR,,,,,
WE026,1,2,2,1995,1,4,1,1,S,TATO,R,D,209,210,,,,91.0,F,NL,,,,,
WE026,1,2,2,1995,1,4,1,4,S,TATO,R,L,215,217,,,,73.0,M,TR,,,,,
WE026,1,2,2,1995,1,4,2,7,S,TATO,R,D,220,225,,,,78.0,F,NL,,,,,
WE026,1,2,2,1995,1,4,3,5,S,TATO,R,L,213,223,,,,82.0,F,P,,,,,
WE026,1,2,3,1995,1,4,1,10,S,CLCA,R,L,,3804,,,,17.0,F,P,,,,,
WE026,1,2,3,1995,1,4,2,8,S,TATO,R,L,126,127,,,,78.0,F,NL,,,,,
WE026,1,2,1,1995,2,4,2,6,S,TATO,R,L,277,284,,,,76.0,F,NL,,,,,
WE026,1,2,1,1995,2,4,1,7,S,TATO,R,L,289,295,,,,91.0,F,P,,,,,
WE026,1,2,2,1995,2,4,1,10,S,TATO,R,L,306,307,,,,85.0,M,TR,,,,,
WE026,1,2,2,1995,2,4,2,5,S,TATO,R,D,308,309,,,,76.0,M,TR,,,,,
WE026,1,2,2,1995,2,4,3,10,S,TATO,R,D,324,325,,,,90.0,F,NL,,,,,
WE026,1,2,2,1995,2,4,3,5,S,TATO,R,L,213,223,,,,84.0,F,NL,,,,,
WE026,1,2,3,1995,2,4,1,3,S,PEMA,R,L,,4753,,,,15.0,M,TR,,,,,
WE026,1,2,3,1995,2,4,1,1,S,PEMA,R,L,,3814,,,,15.0,M,TR,,,,,
WE026,1,2,3,1995,2,4,3,10,S,TATO,R,L,302,303,,,,81.0,F,NL,,,,,
WE026,1,2,3,1995,2,4,2,6,S,PEMA,R,L,,3809,,,,13.0,M,TR,,,,,
WE026,1,2,3,1995,2,4,2,4,S,TATO,R,L,126,127,,,,84.0,F,NL,,,,,
